"term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"(Intercept)",0.131560451225348,0.0574302502967197,-35.3174297061435,9.79334739742787e-255,0.117552949868732,0.147237073556594
"insured_factorNo",1.79033150956682,0.138589811719398,4.2023349072701,2.66933948977638e-05,1.36442116684317,2.34919172469582
